         SEQ_ID,  PER(VLXT),  RNK(VLXT), PER(VSL2B), RNK(VSL2B),   PER(VL3),   RNK(VL3), PER(IUP_S), RNK(IUP_S), PER(IUP_L), RNK(IUP_L),  PER(PFIT),  RNK(PFIT),   PER(MDP),   RNK(MDP),       dCDF,        dCH,   len(seq)
         Q9H300,      19.53,  0.2272598,      13.98,  0.2684753,      11.08,  0.1896580,       9.23,  0.1494875,       4.75,  0.1192834,      11.87,  0.2058088,       7.12,  0.1617191,  0.1638693, -0.2254107,   379
         Q9BQ95,      35.03,  0.3987150,      34.57,  0.4252546,      28.31,  0.3945630,      24.13,  0.3147856,      20.65,  0.3425520,      16.94,  0.2867781,      26.22,  0.3604415,  0.0008006, -0.1078859,   431
         Q8N183,      34.32,  0.4065346,      72.78,  0.6566492,      57.40,  0.5323658,      37.87,  0.4312018,      43.79,  0.4984542,      35.50,  0.4571296,      57.99,  0.4970559, -0.0076894,  0.1098039,   169
         O14832,      20.71,  0.2279053,      21.30,  0.3436779,       0.00,  0.2148178,       5.33,  0.2344847,       4.14,  0.2519301,      12.43,  0.2340486,       4.73,  0.2153412,  0.1679023, -0.1229118,   338
         O60218,      15.19,  0.2177309,      21.20,  0.3295493,       1.27,  0.1927986,       6.96,  0.1920753,       2.53,  0.1888586,       6.96,  0.1865226,       1.90,  0.1857895,  0.1779577, -0.1603805,   316
         Q8N465,      20.54,  0.2887129,      19.39,  0.3474783,      16.70,  0.2576014,       2.50,  0.2005481,       2.50,  0.2151894,       7.68,  0.2061075,       3.65,  0.2096728,  0.1100036, -0.2546953,   521
         P00156,       3.95,  0.0656417,      10.79,  0.1903889,       0.00,  0.1832612,       2.11,  0.0461708,       0.00,  0.0229145,       6.58,  0.1646244,       1.84,  0.0816234,  0.3202163, -0.4521208,   380
         O15239,      14.29,  0.2588847,      17.14,  0.3084330,       0.00,  0.2027967,       7.14,  0.1454414,       0.00,  0.0687610,      20.00,  0.2989763,       4.29,  0.1800827,  0.1364569, -0.2091110,    70
         O43464,      49.56,  0.5033698,      31.44,  0.4324234,      27.29,  0.3402475,      11.14,  0.2814476,      15.07,  0.3373368,      27.51,  0.3401816,      17.69,  0.3157934, -0.1022050, -0.2236977,   458
         Q96C01,      20.29,  0.3086620,      79.71,  0.6464671,      78.99,  0.5954760,       9.42,  0.2561979,       1.45,  0.2788287,      30.43,  0.4266493,      17.39,  0.3194675,  0.0891484, -0.1245082,   138
         O14957,       5.36,  0.1399859,      17.86,  0.2342310,       0.00,  0.0740023,      10.71,  0.1358554,       0.00,  0.0356255,      42.86,  0.3978824,       5.36,  0.1572634,  0.2560996, -0.1693017,    56
         O95168,      48.84,  0.3991375,      44.96,  0.4731232,      32.56,  0.3511543,      21.71,  0.2709653,       3.88,  0.2536100,      35.66,  0.4068108,      21.71,  0.3006078, -0.0033272, -0.0006516,   129
         P54868,      16.93,  0.2339632,      28.94,  0.3873292,      12.40,  0.2373217,       3.15,  0.2033172,       1.97,  0.2222273,      11.42,  0.2370244,       3.94,  0.2139769,  0.1646204, -0.1579151,   508
         P80404,      19.40,  0.2483348,      10.00,  0.3176102,       4.80,  0.2194448,       1.20,  0.1845599,       0.60,  0.1976337,       5.40,  0.1855227,       0.40,  0.1889437,  0.1478426, -0.1756736,   500
         Q86X67,      21.02,  0.2510051,      15.62,  0.3330696,       0.00,  0.2090283,       3.12,  0.1976926,       1.14,  0.1821452,       7.67,  0.2025892,       0.28,  0.1944169,  0.1469074, -0.1883843,   352
         Q4G0N4,      33.26,  0.3806502,      38.24,  0.4573232,      28.73,  0.3849434,      12.67,  0.2628442,      11.54,  0.2997232,      19.00,  0.3006860,      14.48,  0.3476952,  0.0209915, -0.1112680,   442
         Q16822,      20.78,  0.2930517,      13.75,  0.3320445,       4.06,  0.2239877,       8.28,  0.2569143,       9.69,  0.2915473,       4.69,  0.1827275,       1.56,  0.2260476,  0.1063677, -0.1769808,   640
         Q9Y234,       8.31,  0.1431772,       3.75,  0.2778021,       0.00,  0.1818307,       1.07,  0.1470244,       0.00,  0.1627699,       2.95,  0.1418306,       0.00,  0.1454341,  0.2514799, -0.1753283,   373
         Q8NFF5,      23.85,  0.2894900,      22.66,  0.3619132,      14.99,  0.2888089,       5.79,  0.2209990,       4.26,  0.2382886,       9.88,  0.2175621,       5.28,  0.2213755,  0.1093031, -0.1867258,   587
         Q9UBJ2,      18.78,  0.2438283,      16.76,  0.3013141,       5.14,  0.2004882,       1.76,  0.1469280,       0.68,  0.1483406,       8.11,  0.1980930,       1.76,  0.1730840,  0.1521615, -0.2116712,   740
         P53396,      20.98,  0.2639116,      14.17,  0.3146909,       5.45,  0.2023730,       6.72,  0.1882283,       7.54,  0.2081062,       7.54,  0.1863586,       7.08,  0.2272781,  0.1328724, -0.2286033,  1101
         Q567V2,      10.19,  0.1473825,       6.80,  0.2344887,       2.91,  0.1543683,       5.83,  0.1129529,       0.00,  0.0598374,       8.25,  0.1849504,       2.91,  0.1232687,  0.2424902, -0.2578430,   206
         Q96DW6,      10.53,  0.1467064,      11.51,  0.2597690,       0.33,  0.1685770,       4.28,  0.1045306,       0.00,  0.0870150,       8.22,  0.1859351,       3.29,  0.1306593,  0.2461373, -0.2932060,   304
         Q8WV74,      47.46,  0.4526040,      40.25,  0.4589832,      48.31,  0.4635688,      14.83,  0.2688224,      11.02,  0.3025962,      19.49,  0.3375657,      22.88,  0.3806901, -0.0539185, -0.2232108,   236
         Q9UJ68,      28.94,  0.3177133,      38.72,  0.4216488,      14.89,  0.3043256,      24.68,  0.3378012,      20.85,  0.3662269,      14.04,  0.2854171,       8.09,  0.2881345,  0.0787213, -0.0938201,   235
         Q9NRN9,      16.27,  0.2109957,      18.66,  0.3340808,       8.61,  0.2842553,       3.35,  0.1678206,       0.00,  0.1464979,       8.13,  0.2276847,       6.22,  0.2285558,  0.1872259, -0.1934340,   209
         P27105,      36.46,  0.3743910,      25.35,  0.3587797,      17.01,  0.3040630,       8.68,  0.2015577,       4.86,  0.2165487,      19.79,  0.2991535,      20.83,  0.2924156,  0.0215759, -0.2722571,   288
         Q96LJ7,      11.50,  0.2128805,      13.10,  0.2987269,      10.22,  0.2280420,       1.60,  0.1355965,       0.32,  0.1425079,       3.51,  0.1677497,       1.28,  0.1595770,  0.1832505, -0.2836681,   313
         Q2VYF4,      34.01,  0.3552855,      54.58,  0.5349951,      48.27,  0.4985839,      27.29,  0.3023159,      24.24,  0.3334910,      30.35,  0.3853066,      34.01,  0.4016630,  0.0418322, -0.1140759,   491
         Q96E52,       7.63,  0.1505151,      18.51,  0.3096890,      11.83,  0.2241423,       2.86,  0.1366900,       3.24,  0.1318656,       7.06,  0.1879621,       0.76,  0.1527869,  0.2437769, -0.2011034,   524
         Q96CQ1,      19.61,  0.2737663,      11.58,  0.3078495,       0.00,  0.1924613,       1.61,  0.1619536,       0.00,  0.1744696,       9.00,  0.2124588,       0.96,  0.1884164,  0.1249386, -0.2458363,   311
         Q9Y5R4,      38.46,  0.4087535,      14.20,  0.3618803,       8.88,  0.2873374,       4.44,  0.2180698,       0.59,  0.2102221,      13.02,  0.2699615,       0.89,  0.2448146, -0.0065060, -0.1917856,   338
         Q9BV35,      26.71,  0.3157887,      23.72,  0.3609234,      18.59,  0.2994656,      12.39,  0.2031641,      12.39,  0.2136707,      17.95,  0.2592055,      16.45,  0.2753697,  0.0830076, -0.1850815,   468
         Q8TBP6,       7.69,  0.1321996,       5.33,  0.2304937,       0.00,  0.1425027,       4.14,  0.0870814,       0.59,  0.0726981,       8.58,  0.1772043,       3.85,  0.1166128,  0.2596183, -0.2452637,   338
         O95847,      21.36,  0.2655644,      16.41,  0.3075162,       4.64,  0.1914233,       4.95,  0.1783675,       0.93,  0.1723980,       8.05,  0.2118406,       3.41,  0.1892811,  0.1327085, -0.2203360,   323
         P55916,      13.46,  0.2090933,      10.58,  0.2659446,       0.00,  0.1349677,       2.56,  0.1535164,       0.00,  0.1609355,       7.37,  0.1721944,       2.24,  0.1602807,  0.1845566, -0.2500051,   312
         Q9Y255,      12.33,  0.2045015,      26.03,  0.4278262,      23.29,  0.2488808,       6.39,  0.2320918,       7.76,  0.2573153,      20.09,  0.2810985,       6.85,  0.2338054,  0.1921809, -0.0733301,   219
         Q9Y3D6,      28.95,  0.2993404,      32.24,  0.4120839,      11.84,  0.3575483,       5.26,  0.1639710,       1.97,  0.1479431,      19.08,  0.3314526,       1.32,  0.2257985,  0.0941636, -0.1717822,   152
         Q92523,      11.66,  0.2020162,      18.26,  0.3069950,       5.31,  0.1913964,       6.09,  0.1589793,       3.24,  0.1434117,       2.46,  0.1886916,       1.94,  0.1666823,  0.1924524, -0.1925157,   772
         Q9BQ52,      37.77,  0.3776915,      26.51,  0.4118196,      23.37,  0.3600295,      18.40,  0.2664722,      17.55,  0.3130715,      22.15,  0.2948994,      23.73,  0.3373306,  0.0201130, -0.1614660,   826
         Q8TD22,      20.59,  0.2674876,      20.59,  0.3285093,       8.53,  0.2090255,       4.71,  0.1656106,       2.65,  0.1630563,      12.35,  0.2394624,       6.18,  0.1940209,  0.1317720, -0.3030475,   340
         O15229,       6.79,  0.1442068,       4.94,  0.2572495,       0.00,  0.1782266,       1.65,  0.1269194,       0.00,  0.1201133,       3.91,  0.1367019,       1.03,  0.1308652,  0.2504338, -0.2107929,   486
         Q9Y6H1,      63.58,  0.6662031,      83.44,  0.7311572,      77.48,  0.7119411,      51.66,  0.4764314,      67.55,  0.6255255,      74.17,  0.6823512,      66.89,  0.6489350, -0.2583634, -0.1127243,   151
         Q9Y2C4,      19.84,  0.2717370,      29.35,  0.3920916,       9.51,  0.2750053,       8.42,  0.2327193,       5.98,  0.2514066,      11.96,  0.2347517,       8.70,  0.2762853,  0.1288676, -0.1450273,   368
         Q5JTZ9,      32.79,  0.3595915,      29.85,  0.4037547,      30.15,  0.3651703,       8.22,  0.2483999,       9.34,  0.2953016,      12.49,  0.2634105,      17.26,  0.3226047,  0.0395497, -0.1963809,   985
         Q9H2D1,      10.79,  0.1321630,       8.89,  0.2316888,       0.00,  0.0585073,       3.17,  0.0770235,       0.32,  0.0606614,       8.57,  0.1844047,       4.13,  0.1143236,  0.2603458, -0.2318738,   315
         Q8IVS8,      43.21,  0.4320967,      22.18,  0.3834892,       9.75,  0.3162183,       5.35,  0.2242870,       6.88,  0.2607927,       7.07,  0.2612920,       1.72,  0.2603262, -0.0327660, -0.2850603,   523
         Q9UJA2,      22.92,  0.2749520,      28.57,  0.3248395,      13.29,  0.2339778,      10.30,  0.1305935,       3.99,  0.1185403,      21.59,  0.2810576,      10.30,  0.1883305,  0.1204270, -0.3130109,   301
         Q9H3H1,      42.83,  0.3963746,      34.90,  0.4276828,      23.55,  0.3795543,      17.13,  0.2839525,      16.49,  0.3183667,      17.56,  0.3052023,      23.13,  0.3518555,  0.0036869, -0.1048638,   467
         P55084,      19.20,  0.2731390,      24.47,  0.3761609,      13.71,  0.2630082,       3.59,  0.2136374,       2.32,  0.2353773,       4.43,  0.2112722,       0.42,  0.2182645,  0.1253207, -0.2088003,   474
         O75127,      35.71,  0.3661289,      38.86,  0.4643028,      31.14,  0.3791701,      20.29,  0.2817948,      22.57,  0.3303561,      27.86,  0.3337473,      31.00,  0.3592499,  0.0310283, -0.1224219,   700
         Q92665,      41.77,  0.4672470,      61.01,  0.6033825,      55.95,  0.5697802,      25.57,  0.4014955,      36.71,  0.4535360,      47.85,  0.4680070,      50.13,  0.4939079, -0.0665359, -0.0026218,   395
         Q53R41,      12.28,  0.1860647,       8.85,  0.2663916,       3.78,  0.1992523,       0.59,  0.1033112,       0.00,  0.0935871,       2.72,  0.1486364,       0.24,  0.1329986,  0.2087415, -0.2465749,   847
         Q14154,      36.50,  0.3799945,      59.81,  0.5915664,      48.74,  0.4893914,      28.16,  0.3597013,      30.29,  0.4155595,      39.42,  0.4310902,      38.64,  0.4445504,  0.0191407, -0.1004823,   515
         P03915,      14.76,  0.1693149,       7.96,  0.2275193,       2.65,  0.1983443,       1.00,  0.0624757,       0.17,  0.0426616,       5.64,  0.1857092,       1.33,  0.1146134,  0.2198553, -0.4270544,   603
         P03905,       0.00,  0.0726085,       7.63,  0.1990525,       0.00,  0.1742689,       0.87,  0.0328009,       0.00,  0.0182434,       4.58,  0.1449024,       0.00,  0.0779346,  0.3187710, -0.4667166,   459
         P03891,      14.12,  0.2022825,       3.46,  0.2143504,       0.00,  0.1663577,       0.86,  0.0399513,       0.00,  0.0258978,       5.19,  0.1973193,       0.86,  0.1133002,  0.1911604, -0.4276177,   347
         Q02318,      22.60,  0.2658783,      23.73,  0.3335918,      11.11,  0.2386102,       7.16,  0.1904122,       4.52,  0.1844460,      14.88,  0.2264295,       7.34,  0.2398949,  0.1315807, -0.1891879,   531
         Q8NE86,      22.51,  0.2867909,      27.07,  0.3671599,      24.50,  0.3196990,       3.42,  0.1704137,       0.57,  0.1683739,      15.95,  0.2575586,       9.40,  0.2616662,  0.1107853, -0.1691537,   351
         Q86X76,      21.41,  0.2878979,      24.16,  0.3602664,      23.55,  0.3206204,       7.95,  0.1749743,       4.28,  0.1851249,      11.31,  0.2397032,       6.73,  0.2079945,  0.1106050, -0.2378370,   327
         O94826,      26.97,  0.3164039,      35.86,  0.4741428,      30.26,  0.3977834,      14.97,  0.2723598,      16.61,  0.3353072,      25.49,  0.3227375,      22.70,  0.3531225,  0.0825683, -0.0943821,   608
         Q9BSY4,      30.00,  0.3852058,      45.45,  0.5455852,      39.09,  0.4805405,      15.45,  0.2276509,      11.82,  0.2433272,      29.09,  0.3594592,      21.82,  0.3736281,  0.0130153, -0.1054535,   110
         Q96N28,      38.95,  0.4015746,      16.86,  0.3533205,       0.00,  0.2811651,       5.81,  0.2370034,       2.91,  0.2446395,      14.53,  0.2827636,       3.49,  0.2532170, -0.0015829, -0.2302506,   172
         Q9UI17,      20.55,  0.2644671,      12.47,  0.3378017,       8.78,  0.2116392,       5.31,  0.2136183,       5.08,  0.2463503,       6.81,  0.1879054,       7.04,  0.2436303,  0.1332483, -0.1557245,   866
         Q9NRG7,       7.85,  0.2222730,      10.24,  0.3054812,       0.00,  0.1764660,       2.73,  0.2081010,       0.68,  0.2236195,       5.12,  0.1796117,       0.34,  0.1898478,  0.1774490, -0.2804517,   293
         Q9H019,      58.22,  0.5377064,      71.92,  0.6250309,      68.15,  0.5963008,       5.48,  0.3099548,       8.90,  0.3724820,      32.19,  0.4237041,      47.60,  0.4775298, -0.1345314, -0.1620857,   292
         P00395,       2.53,  0.0668582,       4.29,  0.1739453,       2.34,  0.1454913,       1.56,  0.0346850,       0.00,  0.0181648,       3.90,  0.1356233,       0.00,  0.0715461,  0.3217464, -0.4568527,   513
         Q16762,      30.64,  0.3425550,      28.28,  0.3756251,      21.55,  0.2905852,      12.46,  0.2644236,      10.44,  0.2719237,       8.75,  0.2338283,       4.71,  0.2480595,  0.0540254, -0.1410204,   297
         Q9BQ69,      29.23,  0.3601107,      32.00,  0.4259012,      22.46,  0.3554833,      10.15,  0.2170908,       5.85,  0.2398227,      19.69,  0.2964117,      14.46,  0.3158034,  0.0414348, -0.1533639,   325
         Q9NP58,      21.85,  0.2440238,      10.57,  0.2527047,       2.49,  0.1685092,       3.56,  0.1258261,       2.49,  0.1256275,       4.63,  0.1821655,       2.61,  0.1831427,  0.1502081, -0.2965755,   842
         Q96A26,      42.21,  0.4226211,      59.09,  0.5370978,      50.00,  0.4895192,      23.38,  0.2925124,      15.58,  0.3084405,      32.47,  0.4212145,      14.94,  0.3303144, -0.0232833, -0.0634586,   154
         Q96B49,      50.00,  0.4555399,      35.14,  0.3670047,       6.76,  0.1683817,      27.03,  0.2699027,      14.86,  0.2612683,      39.19,  0.4347987,      29.73,  0.2980856, -0.0614196, -0.2288832,    74
         Q8TD30,      31.36,  0.3405470,      21.22,  0.3601280,      15.68,  0.2926616,       6.31,  0.2121550,       6.50,  0.2384553,      13.38,  0.2379086,      12.05,  0.2803095,  0.0570045, -0.1921264,   523
         Q9NXA8,      25.48,  0.3219416,      30.32,  0.3839646,      20.32,  0.3388929,       7.74,  0.2559746,       8.06,  0.2772147,       8.39,  0.2347508,       4.52,  0.2456411,  0.0768716, -0.1746392,   310
         P23434,      30.06,  0.3720181,      38.73,  0.4613489,      60.12,  0.4815103,       4.62,  0.2768573,       0.00,  0.3009532,      21.39,  0.3144166,      16.76,  0.3678507,  0.0283437, -0.1762336,   173
         Q8N3R3,      18.75,  0.2264004,      34.48,  0.3779307,      17.34,  0.2932150,       3.63,  0.1735241,       3.43,  0.1826170,      10.48,  0.2202191,       3.02,  0.1967820,  0.1697949, -0.1224457,   496
         Q9NPE2,      70.79,  0.6403282,      73.88,  0.6778658,      71.13,  0.6651100,      56.36,  0.4749100,      63.92,  0.5708783,      68.38,  0.6040485,      65.98,  0.6055235, -0.2395496, -0.0203495,   291
         Q6DKK2,      41.58,  0.4343671,      48.68,  0.5086277,      39.21,  0.4427812,      11.05,  0.2427234,       9.47,  0.2807002,      35.26,  0.3697362,      30.79,  0.3798226, -0.0330732, -0.1420907,   380
         Q86XE5,      28.44,  0.3070381,      19.57,  0.3289070,       9.48,  0.2330152,       4.28,  0.2034413,       0.00,  0.2121312,      11.01,  0.2224847,       1.53,  0.2123337,  0.0917976, -0.2641204,   327
         A6NC05,      21.74,  0.2846507,      45.65,  0.5430804,      39.86,  0.4598365,      30.43,  0.3188167,      23.19,  0.2990470,      52.17,  0.4705544,      28.26,  0.3959974,  0.1155976, -0.0320426,   138
         Q709F0,      16.28,  0.2246622,      11.28,  0.2939150,       2.18,  0.1968264,       2.44,  0.1779575,       1.79,  0.1828688,       5.26,  0.1681231,       1.41,  0.1745878,  0.1719606, -0.2048984,   780
         Q9BUR5,      12.63,  0.1674378,      32.83,  0.3951330,      27.78,  0.3037964,       7.07,  0.2119474,       4.55,  0.1945079,      13.13,  0.2556996,       4.55,  0.2041209,  0.2257426, -0.1373780,   198
         Q9UI32,      24.42,  0.2704007,      27.57,  0.3841884,      18.11,  0.2862054,      12.29,  0.2203006,      12.46,  0.2388714,      14.95,  0.2777942,      14.45,  0.2796268,  0.1251612, -0.1956917,   602
